frame_index,time_seconds,num_hands,left_wrist_x,left_wrist_y,left_pinch_m,right_wrist_x,right_wrist_y,right_pinch_m
346,5.768998,2,0.224454,0.892681,0.083128,0.839185,0.593574,0.066340
347,5.785671,2,0.224510,0.892744,0.080671,0.839783,0.592537,0.062765
348,5.802345,2,0.222811,0.892037,0.082274,0.838515,0.595353,0.064707
349,5.819018,2,0.224599,0.891254,0.079848,0.837595,0.593353,0.061168
350,5.835691,2,0.223474,0.889515,0.083839,0.835747,0.591591,0.062582
351,5.852365,2,0.223574,0.890194,0.082829,0.834214,0.591146,0.061226
352,5.869038,2,0.223290,0.889933,0.081747,0.833662,0.592875,0.063861
353,5.885712,2,0.223598,0.890158,0.082044,0.831964,0.593601,0.063412
354,5.902385,2,0.223327,0.889237,0.081566,0.829870,0.593800,0.063720
355,5.919058,2,0.222732,0.889634,0.080775,0.829538,0.594978,0.058392
356,5.935732,2,0.222345,0.890262,0.080175,0.828522,0.595774,0.060690
357,5.952405,2,0.221629,0.889826,0.081511,0.826498,0.595695,0.059639
358,5.969079,2,0.221421,0.889668,0.081828,0.826704,0.599041,0.059624
359,5.985752,2,0.220671,0.890828,0.079605,0.825679,0.600478,0.057085
360,6.002425,2,0.219860,0.890553,0.081531,0.825763,0.600246,0.058637
361,6.019099,2,0.219293,0.889812,0.081799,0.824916,0.602990,0.059808
362,6.035772,2,0.217883,0.889683,0.083252,0.823734,0.602117,0.060466
363,6.052446,2,0.217058,0.890442,0.080175,0.823249,0.602323,0.058898
364,6.069119,2,0.215987,0.889540,0.083879,0.823530,0.604064,0.060893
365,6.085792,2,0.215049,0.890402,0.081718,0.823055,0.604400,0.060598
366,6.102466,2,0.214969,0.891345,0.082572,0.823224,0.605406,0.061168
367,6.119139,2,0.214159,0.890944,0.082922,0.821725,0.605563,0.061767
368,6.135813,2,0.212498,0.891584,0.083100,0.822223,0.604545,0.063962
369,6.152486,2,0.213136,0.892356,0.081325,0.821665,0.606838,0.061570
370,6.169160,2,0.212823,0.893346,0.079353,0.821353,0.607366,0.058521
371,6.185833,2,0.212293,0.894113,0.077780,0.821426,0.606750,0.061423
372,6.202506,2,0.211362,0.894323,0.081486,0.820616,0.608762,0.063976
373,6.219180,2,0.210303,0.897047,0.076882,0.820404,0.608800,0.060758
374,6.235853,2,0.209835,0.894713,0.080384,0.819699,0.609489,0.062554
